invoice_id,list_of_goods,customer_id
3987418,"['chocolate', 'bramble', 'mint green tea', 'ring light', 'laptop', 'gadget for tiktok streaming', 'bacon', 'fromage blanc', 'catfish', 'pancakes', 'energy drink', 'half-life 2', 'megaman zero 4', 'protein bar']",11562
11292540,"['napkins', 'pokemon violet', 'cereals', 'pokemon sword', 'fresh bread', 'pokemon scarlet', 'toothpaste', 'babies food', 'minecraft', 'olive oil']",16069
1157638,"['turkey', 'ratchet & clank', 'fresh bread', 'whole weat flour', 'babies food', 'yogurt cake', 'olive oil', 'cooking oil']",31658
10760382,"['napkins', 'oil', 'fromage blanc', 'asparagus', 'vegetables mix', 'gums', 'muffins', 'pasta', 'half-life 2', 'cooking oil', 'tea']",10299
4332290,"['french fries', 'cereals', 'oil', 'melons', 'yogurt cake', 'sandwich', 'barbecue sauce']",16783
7354421,"['candy bars', 'black beer', 'napkins', 'oil', 'sparkling water', 'ratchet & clank', 'gums', 'hand protein bar', 'muffins', 'yogurt cake', 'whole weat flour', 'cooking oil']",19755
3904060,"['iphone 10', 'megaman zero 3', 'spaghetti', 'cottage cheese', 'phone charger', 'gluten free bar', 'burger sauce', 'champagne', 'brownies', 'minecraft', 'yogurt cake', 'salmon', 'eggs', 'ground beef', 'bluetooth headphones', 'fresh tuna']",31194
7322131,"['razor', 'brownies', 'canned_tuna', 'extra dark chocolate', 'cooking oil']",12202
4234122,"['napkins', 'laptop', 'oil', 'energy drink', 'final fantasy XX']",21396
11712124,"['whole wheat rice', 'antioxydant juice', 'pokemon shield', 'oil', 'tomatoes', 'ham', 'canned_tuna', 'cologne', 'megaman zero', 'barbecue sauce', 'green grapes']",10429
8992957,"['shampoo', 'french fries', 'cream', 'trout', 'ham', 'white wine', 'eggs', 'butter', 'green grapes']",11642
9607392,"['champagne', 'frozen smoothie', 'blueberries']",14321
1341652,"['oil', 'ketchup', 'black tea', 'cream', 'cologne', 'barbecue sauce', 'fresh tuna']",7490
1907411,"['shallot', 'cotton buds', 'frozen vegetables', 'deodorant', 'asparagus', 'carrots', 'tomatoes', 'spinach', 'green beans', 'cauliflower']",31898
1199622,"['champagne', 'frozen smoothie', 'black tea']",2846
4129780,"['cake', 'mashed potato', 'pokemon shield', 'frozen vegetables', 'frozen smoothie', 'strawberries', 'deodorant', 'asparagus', 'cereals', 'final fantasy XXII', 'tomatoes', 'pasta', 'salt']",22553
7007545,"['gluten free bar', 'shower gel', 'ratchet & clank', 'parmesan cheese', 'babies food', 'white wine', 'cooking oil', 'tea']",1626
951045,"['meatballs', 'cottage cheese', 'cat food', 'champagne', 'megaman zero 4', 'herb & pepper']",26468
4810154,"['candy bars', 'soup', 'napkins', 'chicken', 'oil', 'bacon', 'portal', 'asparagus', 'shower gel', 'escalope', 'salmon', 'body spray', 'cooking oil']",17511
5856676,"['energy bar', 'tomatoes', 'melons', 'corn', 'body spray']",25368
2140387,"['napkins', 'oil', 'milk', 'tomatoes', 'ground beef', 'mint', 'butter']",31365
10456727,"['french fries', 'almonds', 'yogurt cake', 'babies food', 'escalope', 'burgers', 'megaman zero 4', 'protein bar']",21517
6037618,"['black beer', 'cake', 'cotton buds', 'hot dogs', 'beer', 'avocado', 'shower gel', 'gums', 'babies food', 'white wine', 'chili', 'butter', 'barbecue sauce', 'salt']",21915
3582252,"['spaghetti', 'strong cheese', 'laptop', 'champagne', 'salmon', 'phone car charger', 'fresh tuna', 'chocolate bread']",17334
10935511,"['vegetables mix', 'fresh bread', 'ratchet & clank', 'muffins', 'babies food', 'green beans']",6932
7285197,"['cider', 'dessert wine', 'oatmeal', 'whole wheat rice', 'vegetables mix', 'fresh bread', 'champagne', 'hand protein bar', 'escalope', 'white wine', 'babies food', 'olive oil', 'mint', 'french wine']",18718
3310413,"['bramble', 'candy bars', 'megaman zero 3', 'energy bar', 'avocado', 'energy drink', 'corn', 'white wine', 'eggs', 'iMac', 'herb & pepper', 'protein bar', 'metroid fusion']",27238
9354684,"['soup', 'cake', 'mashed potato', 'french fries', 'bacon', 'oil', 'asparagus', 'nonfat milk', 'portal 2', 'chutney', 'french wine', 'cauliflower']",20021
7087284,"['mineral water', 'frozen vegetables', 'champagne', 'cream', 'phone car charger', 'mint', 'barbecue sauce']",22643
5118902,"['mashed potato', 'chicken', 'seabass', 'airpods', 'megaman zero 2', 'vegetables mix', 'ratchet & clank', 'portal 2', 'burgers', 'toilet paper']",18301
11957995,"['whole wheat pasta', 'oatmeal', 'frozen smoothie', 'oil', 'bacon', 'deodorant', 'gluten free bar', 'low fat yogurt', 'shrimp', 'carrots', 'ham', 'cookies', 'mint green tea', 'red wine', 'barbecue sauce', 'cooking oil', 'green grapes']",11060
11952534,"['shallot', 'phone charger', 'strong cheese', 'airpods', 'champagne', 'energy drink', 'tomatoes', 'french wine']",25957
9489914,"['spaghetti', 'pokemon sword', 'ratchet & clank', 'muffins', 'babies food', 'minecraft', 'sandwich', 'cauliflower']",24563
1387463,"['mineral water', 'oil', 'deodorant', 'shrimp', 'ham', 'cologne', 'mint green tea', 'barbecue sauce']",28193
9654330,"['shampoo', 'bramble', 'napkins', 'mint green tea', 'strong cheese', 'oil', 'bacon', 'deodorant', 'fresh bread', 'gums', 'muffins', 'olive oil', 'butter', 'cooking oil', 'tea']",13508
11978343,"['cooking oil', 'dog food', 'fresh bread', 'almonds', 'herb & pepper', 'french wine']",15526
4489900,"['oil', 'babies food', 'minecraft', 'cologne', 'toilet paper', 'green grapes']",13569
3261285,"['soda', 'laptop', 'frozen smoothie', 'avocado', 'sparkling water', 'champagne', 'extra dark chocolate', 'mint green tea', 'butter', 'cat food', 'fresh tuna']",19986
6069559,"['rice', 'pokemon shield', 'pokemon sword', 'milk', 'muffins', 'babies food']",25832
3357075,"['iPad', 'beer', 'laptop', 'gadget for tiktok streaming', 'honey', 'pancakes', 'energy drink', 'megaman zero 2', 'metroid fusion']",23891
9815922,"['mashed potato', 'avocado', 'asparagus', 'shower gel', 'tomatoes', 'chutney', 'cauliflower']",4841
8344545,"['iphone 10', 'whole wheat rice', 'gadget for tiktok streaming', 'pancakes', 'half-life 2', 'ground beef', 'protein bar']",3063
4046669,"['energy bar', 'toothpaste', 'carrots', 'tomatoes', 'muffins']",24516
11104276,"['pickles', 'oil', 'ham', 'cooking oil']",27002
11037969,"['tooth brush', 'napkins', 'whole wheat rice', 'rice', 'french fries', 'pokemon sword', 'ratchet & clank', 'white wine', 'body spray']",9450
473620,"['dessert wine', 'oil', 'deodorant', 'pet food', 'cooking oil']",9316
1986593,"['dessert wine', 'whole wheat rice', 'spaghetti', 'beer', 'oil', 'pokemon sword', 'shrimp', 'energy drink', 'pancakes', 'parmesan cheese', 'portal 2', 'ham', 'phone car charger', 'metroid fusion']",24246
9513471,"['spaghetti', 'cottage cheese', 'strong cheese', 'frozen smoothie', 'french wine', 'fromage blanc', 'dog food', 'megaman zero 4', 'burger sauce', 'sparkling water', 'cereals', 'champagne', 'muffins', 'blueberries', 'ratchet & clank 3', 'water spray', 'bluetooth headphones', 'fresh tuna']",2623
2556603,"['candy bars', 'shampoo', 'soup', 'napkins', 'bacon', 'oil', 'strawberries', 'low fat yogurt', 'hand protein bar', 'tomatoes', 'carrots', 'cooking oil']",24445
11607868,"['cologne', 'oil', 'melons', 'ham', 'light mayo', 'megaman zero 2']",1303
3529090,"['candy bars', 'soda', 'soup', 'cake', 'tooth brush', 'light cream', 'oil', 'avocado', 'tomatoes', 'carrots', 'escalope', 'salad']",8810
6363726,"['chocolate', 'energy drink']",1427
7229427,"['black beer', 'protein bar', 'shallot', 'hot dogs', 'energy drink', 'minecraft', 'french wine']",12373
8590237,"['dessert wine', 'phone charger', 'mashed potato', 'laptop', 'pokemon violet', 'energy drink', 'babies food', 'ground beef', 'fresh tuna']",2254
10076621,"['soup', 'asparagus', 'pokemon sword', 'ratchet & clank', 'mayonnaise', 'pokemon scarlet', 'muffins', 'babies food', 'pet food', 'cat food', 'cooking oil']",2918
4912788,"['spaghetti', 'french wine', 'oil', 'pokemon sword', 'champagne', 'pancakes', 'ratchet & clank 3', 'water spray', 'bluetooth headphones', 'fresh tuna', 'mushroom cream sauce', 'salt']",6557
9710014,"['metroid prime', 'protein bar']",25805
89596,"['protein bar', 'cologne', 'iPad', 'rice', 'whole wheat rice', 'grated cheese', 'oil', 'catfish', 'parmesan cheese', 'metroid prime', 'light mayo', 'barbecue sauce', 'fresh tuna']",30803
10052811,"['black beer', 'napkins', 'cooking oil', 'pokemon shield', 'fresh bread', 'babies food', 'pet food', 'half-life 2', 'ham', 'butter', 'ratchet & clank 2']",27343
7955253,"['mashed potato', 'avocado', 'gluten free bar', 'asparagus', 'carrots', 'melons', 'portal 2', 'green beans', 'salad', 'cauliflower']",21651
4657510,"['pokemon violet', 'frozen vegetables', 'ratchet & clank', 'toothpaste', 'minecraft', 'ham', 'cookies', 'cooking oil']",1826
418901,"['chocolate', 'tooth brush', 'iPad', 'ketchup', 'pokemon sword', 'fresh bread', 'brownies', 'almonds', 'pet food', 'minecraft', 'sandwich', 'chicken', 'red wine', 'ratchet & clank 2']",6821
9490510,"['soup', 'spaghetti', 'strong cheese', 'frozen smoothie', 'gluten free bar', 'champagne', 'brownies', 'ham', 'sandwich', 'fresh tuna']",9617
3460885,"['soup', 'spaghetti', 'ring light', 'ratchet & clank', 'red wine']",2331
2247612,"['megaman zero 3', 'cotton buds', 'airpods', 'portal', 'gluten free bar', 'babies food', 'herb & pepper', 'cooking oil']",2728
12225809,"['oil', 'deodorant', 'tomatoes', 'olive oil', 'barbecue sauce']",1589
7844435,"['yams', 'cake', 'gums', 'body spray', 'bluetooth headphones', 'cooking oil']",29498
1933505,"['iphone 10', 'pickles', 'whole wheat pasta', 'spaghetti', 'beer', 'laptop', 'frozen smoothie', 'bacon', 'fresh tuna', 'black tea', 'champagne', 'shrimp', 'toothpaste', 'ham', 'ratchet & clank 3', 'bluetooth headphones', 'french wine']",12670
1771544,"['shallot', 'eggplant', 'frozen smoothie', 'frozen vegetables', 'tomatoes', 'carrots', 'whole weat flour', 'parmesan cheese', 'spinach', 'light mayo']",25598
5059579,"['iphone 10', 'energy drink', 'babies food', 'metroid prime', 'light mayo', 'protein bar']",13713
9904951,"['dessert wine', 'iPad', 'pancakes', 'shrimp', 'babies food', 'herb & pepper']",9088
8522169,"['pickles', 'fresh tuna', 'chili', 'barbecue sauce', 'french wine']",20357
12109384,"['phone charger', 'laptop', 'gadget for tiktok streaming', 'megaman zero', 'final fantasy XXII', 'pancakes', 'energy drink', 'muffins', 'portal 2', 'cookies', 'chicken', 'metroid fusion']",22450
1578533,"['iphone 10', 'beer', 'strong cheese', 'gadget for tiktok streaming', 'cream', 'trout', 'pet food', 'white wine', 'red wine', 'cat food']",16097
10854272,"['cottage cheese', 'rice', 'ketchup', 'fresh bread', 'pokemon scarlet', 'green tea', 'pet food', 'escalope', 'babies food', 'minecraft', 'body spray', 'cooking oil']",29702
7456915,"['candy bars', 'soup', 'cake', 'oil', 'black tea', 'gums', 'parmesan cheese', 'cooking oil']",33198
6264068,"['iphone 10', 'airpods', 'pancakes', 'energy drink', 'tomatoes', 'final fantasy XX', 'protein bar']",7803
3556123,"['shallot', 'oil', 'ketchup', 'deodorant', 'ham', 'final fantasy XX', 'cologne', 'fresh tuna']",20308
8086571,"['oil', 'deodorant', 'ham', 'spinach', 'cologne', 'mint green tea', 'barbecue sauce', 'megaman zero 4']",6940
9178793,"['bramble', 'hot dogs', 'mineral water', 'airpods', 'energy drink', 'water spray', 'green tea']",9885
12124747,"['black beer', 'cider', 'dessert wine', 'whole wheat pasta', 'beer', 'samsung galaxy 10', 'seabass', 'airpods', 'almonds', 'white wine', 'ratchet & clank 2']",6013
3840003,"['cake', 'whole wheat pasta', 'oil', 'muffins', 'metroid prime', 'toilet paper', 'tea']",9716
3285047,"['antioxydant juice', 'rice', 'frozen vegetables', 'avocado', 'asparagus', 'shrimp', 'nonfat milk', 'tomatoes', 'melons', 'carrots', 'toilet paper']",17007
9448343,"['candy bars', 'cottage cheese', 'french fries', 'oil', 'muffins', 'tea']",13100
4425047,"['napkins', 'ring light', 'oil', 'flax seed', 'asparagus', 'ratchet & clank', 'carrots', 'tomatoes', 'mint green tea', 'salad', 'zucchini']",22171
10151650,"['soda', 'bluetooth headphones']",30442
8244720,"['cake', 'napkins', 'oil', 'fresh bread', 'mayonnaise', 'babies food', 'yogurt cake', 'cooking oil']",11489
522877,"['rice', 'samsung galaxy 10', 'barbecue sauce', 'oil', 'chicken', 'asparagus', 'final fantasy XXII', 'ham', 'cologne', 'toilet paper', 'tomato sauce', 'cooking oil', 'green grapes']",17656
10892916,"['napkins', 'frozen smoothie', 'airpods', 'ratchet & clank', 'minecraft', 'babies food', 'burgers', 'tomato sauce', 'cooking oil', 'cauliflower']",7096
11566379,"['oil', 'black tea', 'burger sauce', 'fresh bread', 'sandwich', 'salmon', 'cookies', 'mint green tea', 'tomato juice', 'barbecue sauce']",10197
11192060,"['candy bars', 'oatmeal', 'strong cheese', 'oil', 'gluten free bar', 'tomatoes', 'spinach', 'cologne', 'salad', 'protein bar', 'cauliflower']",23219
5387713,"['candy bars', 'soda', 'cake', 'rice', 'oil', 'bacon', 'asparagus', 'mayonnaise', 'chicken', 'cooking oil']",15750
8638864,"['iPad', 'ring light', 'fromage blanc', 'champagne', 'ground beef', 'iMac', 'metroid fusion']",30147
10784819,"['candy bars', 'cake', 'frozen vegetables', 'oil', 'yogurt cake', 'cooking oil']",17443
1964008,"['bramble', 'cider', 'meatballs', 'hot dogs', 'beer', 'samsung galaxy 10', 'airpods', 'milk', 'champagne', 'trout', 'corn', 'white wine', 'chicken']",1272
10486869,"['tomatoes', 'deodorant', 'portal 2']",11188
10112018,"['candy bars', 'cake', 'cooking oil', 'oil', 'sparkling water', 'cream', 'muffins', 'babies food', 'zucchini', 'tea']",6770
1857706,"['mashed potato', 'strong cheese', 'bacon', 'flax seed', 'black tea', 'asparagus', 'fresh bread', 'tomatoes', 'melons', 'escalope', 'muffins', 'zucchini', 'green grapes']",25744
6170232,"['chocolate', 'napkins', 'cereals', 'black tea', 'pokemon sword', 'cologne', 'olive oil', 'tea']",23554
87345,"['napkins', 'oil', 'gums', 'cat food', 'cauliflower']",25534
1187413,"['eggplant', 'beer', 'turkey', 'oil', 'asparagus', 'milk', 'carrots', 'tomatoes', 'body spray']",16231
7257758,"['whole wheat pasta', 'spaghetti', 'oil', 'milk', 'whole weat flour', 'almonds', 'babies food', 'cooking oil']",17250
